date,coupon,price
20000901,6,93.28689453
20000901,6.5,95.79992188
20000901,7,97.73828125
20000901,7.5,99.48027344
20000901,8,100.9765625
20000901,8.5,102.0047852
20000901,9,102.9116211
20000901,9.5,103.8721094
20000905,5.5,90.25146484
20000905,6,93.37476563
20000905,6.5,95.87233398
20000905,7,97.79296875
20000905,7.5,99.51757813
20000905,8,100.9921875
20000905,8.5,102.019043
20000905,9,102.8686523
20000905,9.5,103.8835156
20000906,5.5,89.97363281
20000906,6,93.14350586
20000906,6.5,95.66727539
20000906,7,97.60380859
20000906,7.5,99.3737793
20000906,8,100.8791895
20000906,8.5,101.9389648
20000906,9,102.8476563
20000906,9.5,103.9098047
20000907,5.5,89.72460938
20000907,6,92.92675781
20000907,6.5,95.47441406
20000907,7,97.42921875
20000907,7.5,99.21484375
20000907,8,100.7710938
20000907,8.5,101.8883984
20000907,9,102.8775
20000907,9.5,103.9048438
20000908,5.5,89.72460938
20000908,6,92.95301758
20000908,6.5,95.48354492
20000908,7,97.42758789
20000908,7.5,99.21829102
20000908,8,100.7617188
20000908,8.5,101.8667969
20000908,9,102.9134473
20000908,9.5,103.8998828
20000911,5.5,89.625
20000911,6,92.84
20000911,6.5,95.375
20000911,7,97.34375
20000911,7.5,99.140625
20000911,8,100.75
20000911,8.5,101.85625
20000911,9,102.90625
20000911,9.5,103.885
20000912,5.5,89.59905134
20000912,6,92.79575893
20000912,6.5,95.3421875
20000912,7,97.34207589
20000912,7.5,99.16802455
20000912,8,100.7919085
20000912,8.5,101.9304018
20000912,9,102.9743973
20000912,9.5,103.9554018
20000913,5.5,89.91629464
20000913,6,93.09732143
20000913,6.5,95.630625
20000913,7,97.6146875
20000913,7.5,99.40352679
20000913,8,100.976183
20000913,8.5,102.0714286
20000913,9,103.046317
20000913,9.5,103.9945536
20000914,5.5,89.76422991
20000914,6,92.94710938
20000914,6.5,95.49665179
20000914,7,97.47822545
20000914,7.5,99.27455357
20000914,8,100.857846
20000914,8.5,101.9955357
20000914,9,102.9603125
20000914,9.5,104.0024554
20000915,5.5,89.60491071
20000915,6,92.82321429
20000915,6.5,95.42089286
20000915,7,97.43214286
20000915,7.5,99.27232143
20000915,8,100.8928571
20000915,8.5,102.0959821
20000915,9,103.086875
20000915,9.5,104.0103571
20000918,5.5,89.58984375
20000918,6,92.82765625
20000918,6.5,95.4353125
20000918,7,97.4565625
20000918,7.5,99.328125
20000918,8,100.9609375
20000918,8.5,102.1484375
20000918,9,103.1210938
20000918,9.5,104.0340625
20000919,5.5,89.47214286
20000919,6,92.73660714
20000919,6.5,95.35066964
20000919,7,97.37700893
20000919,7.5,99.2484375
20000919,8,100.8794643
20000919,8.5,102.0500893
20000919,9,103.0329464
20000919,9.5,104.0419643
20000920,5.5,89.38616071
20000920,6,92.63227679
20000920,6.5,95.25095982
20000920,7,97.29743304
20000920,7.5,99.19335938
20000920,8,100.8448661
20000920,8.5,102.0253125
20000920,9,103.0102679
20000920,9.5,104.0498661
20000921,5.5,89.59654018
20000921,6,92.82078125
20000921,6.5,95.44029018
20000921,7,97.46622768
20000921,7.5,99.35267857
20000921,8,100.9977679
20000921,8.5,102.1686384
20000921,9,103.0947545
20000921,9.5,104.0890179
20000922,5.5,89.83816964
20000922,6,93.04897321
20000922,6.5,95.64397321
20000922,7,97.64890625
20000922,7.5,99.51540179
20000922,8,101.1292634
20000922,8.5,102.2493304
20000922,9,103.1567634
20000922,9.5,103.9708482
20000925,5.5,89.796875
20000925,6,93.015625
20000925,6.5,95.62484375
20000925,7,97.61703125
20000925,7.5,99.48546875
20000925,8,101.079375
20000925,8.5,102.21875
20000925,9,103.1257813
20000925,9.5,103.954375
20000926,5.5,89.91489955
20000926,6,93.13537946
20000926,6.5,95.73616071
20000926,7,97.70853795
20000926,7.5,99.56026786
20000926,8,101.1235379
20000926,8.5,102.2510603
20000926,9,103.1416741
20000926,9.5,103.9645089
20000927,5.5,89.84553571
20000927,6,93.08486607
20000927,6.5,95.68352679
20000927,7,97.66125
20000927,7.5,99.52678571
20000927,8,101.1026786
20000927,8.5,102.2366964
20000927,9,103.1223214
20000927,9.5,103.9590179
20000928,5.5,89.95395089
20000928,6,93.19029018
20000928,6.5,95.77790179
20000928,7,97.73716518
20000928,7.5,99.58553571
20000928,8,101.1455915
20000928,8.5,102.2258482
20000928,9,103.1226116
20000928,9.5,103.9535268
20000929,5.5,90.12850446
20000929,6,93.37332589
20000929,6.5,95.94587054
20000929,7,97.90417411
20000929,7.5,99.72064732
20000929,8,101.2366071
20000929,8.5,102.2633929
20000929,9,103.16
20000929,9.5,103.9480357
20001002,5.5,90.07851563
20001002,6,93.33742188
20001002,6.5,95.89773438
20001002,7,97.86875
20001002,7.5,99.68570313
20001002,8,101.2128125
20001002,8.5,102.2515625
20001002,9,103.1202344
20001002,9.5,103.9315625
20001003,5.5,89.93397321
20001003,6,93.20368304
20001003,6.5,95.77263393
20001003,7,97.75790179
20001003,7.5,99.59292411
20001003,8,101.1190179
20001003,8.5,102.1861607
20001003,9,103.0574554
20001003,9.5,103.9104464
20001004,5.5,89.71690848
20001004,6,92.98496652
20001004,6.5,95.55658482
20001004,7,97.55524554
20001004,7.5,99.4327567
20001004,8,100.9947321
20001004,8.5,102.0813839
20001004,9,102.9536607
20001004,9.5,103.8737054
20001005,5.5,89.8153125
20001005,6,93.08196429
20001005,6.5,95.63401786
20001005,7,97.61799107
20001005,7.5,99.48147321
20001005,8,101.0219643
20001005,8.5,102.0734375
20001005,9,102.9351339
20001005,9.5,103.8682143
20001006,5.5,89.85238839
20001006,6,93.13309152
20001006,6.5,95.66238839
20001006,7,97.64564732
20001006,7.5,99.49123884
20001006,8,101.0189732
20001006,8.5,102.0580692
20001006,9,102.9109933
20001006,9.5,103.8627232
20001010,5.5,89.85612723
20001010,6,93.14301339
20001010,6.5,95.67081473
20001010,7,97.6578683
20001010,7.5,99.51789063
20001010,8,101.0468304
20001010,8.5,102.0910491
20001010,9,102.9443638
20001010,9.5,103.8626339
20001011,5.5,90.01733333
20001011,6,93.3171875
20001011,6.5,95.82520833
20001011,7,97.795625
20001011,7.5,99.6535
20001011,8,101.1675
20001011,8.5,102.1791667
20001011,9,103.014
20001011,9.5,103.861875
20001012,5.5,90.33840625
20001012,6,93.528125
20001012,6.5,96.02625
20001012,7,97.9735625
20001012,7.5,99.803125
20001012,8,101.269125
20001012,8.5,102.20625
20001012,9,103.0361563
20001012,9.5,103.961875
20001013,5.5,90.32725
20001013,6,93.52575
20001013,6.5,96.01127083
20001013,7,97.97427083
20001013,7.5,99.80677083
20001013,8,101.2645833
20001013,8.5,102.2020833
20001013,9,103.0261875
20001013,9.5,103.95875
20001016,5.5,90.25990625
20001016,6,93.46792708
20001016,6.5,95.94098958
20001016,7,97.90584375
20001016,7.5,99.74302083
20001016,8,101.2064896
20001016,8.5,102.1415104
20001016,9,103.0315833
20001016,9.5,103.949375
20001017,5.5,90.540625
20001017,6,93.7309375
20001017,6.5,96.18666667
20001017,7,98.12175
20001017,7.5,99.94241667
20001017,8,101.3570833
20001017,8.5,102.2789167
20001017,9,103.115625
20001017,9.5,103.94625
20001018,5.5,90.5066875
20001018,6,93.71303125
20001018,6.5,96.167625
20001018,7,98.10075
20001018,7.5,99.91571875
20001018,8,101.321875
20001018,8.5,102.244875
20001018,9,103.1068125
20001018,9.5,103.943125
20001019,5.5,90.83854167
20001019,6,94.03229167
20001019,6.5,96.45958333
20001019,7,98.348125
20001019,7.5,100.0847917
20001019,8,101.4166667
20001019,8.5,102.3058333
20001019,9,103.0835417
20001019,9.5,103.94
20001020,5.5,91.14166667
20001020,6,94.27869792
20001020,6.5,96.6499375
20001020,7,98.51291667
20001020,7.5,100.1978646
20001020,8,101.4800729
20001020,8.5,102.345375
20001020,9,103.1011042
20001020,9.5,103.936875
20001023,5.5,91.4765
20001023,6,94.57333333
20001023,6.5,96.89716667
20001023,7,98.70291667
20001023,7.5,100.34525
20001023,8,101.5726667
20001023,8.5,102.3926667
20001023,9,103.1062083
20001023,9.5,103.9275
20001024,5.5,91.32296875
20001024,6,94.42890625
20001024,6.5,96.76875
20001024,7,98.60765625
20001024,7.5,100.265625
20001024,8,101.50625
20001024,8.5,102.359375
20001024,9,103.078125
20001024,9.5,103.924375
20001025,5.5,91.06608333
20001025,6,94.16041667
20001025,6.5,96.503625
20001025,7,98.38310417
20001025,7.5,100.0868125
20001025,8,101.3857292
20001025,8.5,102.2734375
20001025,9,103.02725
20001025,9.5,103.92125
20001026,5.5,90.98426042
20001026,6,94.07597917
20001026,6.5,96.40545833
20001026,7,98.2859375
20001026,7.5,99.98083333
20001026,8,101.2975313
20001026,8.5,102.2036458
20001026,9,102.9604167
20001026,9.5,103.918125
20001027,5.5,90.8415
20001027,6,93.938125
20001027,6.5,96.270625
20001027,7,98.15
20001027,7.5,99.879
20001027,8,101.229
20001027,8.5,102.17225
20001027,9,102.925
20001027,9.5,103.915
20001030,5.5,90.75859375
20001030,6,93.86278125
20001030,6.5,96.19565625
20001030,7,98.06203125
20001030,7.5,99.82709375
20001030,8,101.1928125
20001030,8.5,102.1459688
20001030,9,102.9101563
20001030,9.5,103.905625
20001031,5.5,90.68016667
20001031,6,93.77604167
20001031,6.5,96.090625
20001031,7,97.996875
20001031,7.5,99.81083333
20001031,8,101.1877083
20001031,8.5,102.13
20001031,9,102.8746667
20001031,9.5,103.9025
20001101,5.5,90.90114583
20001101,6,94.00597917
20001101,6.5,96.3234375
20001101,7,98.206875
20001101,7.5,100.000125
20001101,8,101.3642083
20001101,8.5,102.2415
20001101,9,102.9663333
20001101,9.5,103.8610417
20001102,5.5,90.9689375
20001102,6,94.084625
20001102,6.5,96.4
20001102,7,98.26725
20001102,7.5,100.0379375
20001102,8,101.378875
20001102,8.5,102.2508125
20001102,9,102.9646875
20001102,9.5,103.85625
20001103,5.5,90.59276042
20001103,6,93.70536458
20001103,6.5,96.054375
20001103,7,97.95442708
20001103,7.5,99.77213542
20001103,8,101.1813542
20001103,8.5,102.1165625
20001103,9,102.8398958
20001103,9.5,103.8514583
20001106,5.5,90.44508333
20001106,6,93.57175
20001106,6.5,95.89375
20001106,7,97.82340625
20001106,7.5,99.66833333
20001106,8,101.124
20001106,8.5,102.08625
20001106,9,102.8076042
20001106,9.5,103.8370833
20001107,5.5,90.46497917
20001107,6,93.58520833
20001107,6.5,95.91083333
20001107,7,97.83765625
20001107,7.5,99.69364583
20001107,8,101.1635208
20001107,8.5,102.1125833
20001107,9,102.8442917
20001107,9.5,103.8315809
20001108,5.5,90.41
20001108,6,93.53
20001108,6.5,95.859375
20001108,7,97.7890625
20001108,7.5,99.659375
20001108,8,101.140625
20001108,8.5,102.1
20001108,9,102.87
20001108,9.5,103.8275
20001109,5.5,90.67859375
20001109,6,93.74182904
20001109,6.5,96.05241728
20001109,7,97.96746324
20001109,7.5,99.81066176
20001109,8,101.2472426
20001109,8.5,102.1535386
20001109,9,102.9425919
20001109,9.5,103.9171691
20001110,5.5,90.665
20001110,6,93.72404412
20001110,6.5,96.05941176
20001110,7,97.97235294
20001110,7.5,99.82444853
20001110,8,101.27
20001110,8.5,102.1782169
20001110,9,102.9755147
20001110,9.5,103.9130882
20001113,5.5,90.8244761
20001113,6,93.88599265
20001113,6.5,96.19692096
20001113,7,98.11856618
20001113,7.5,99.94824449
20001113,8,101.3646324
20001113,8.5,102.2454504
20001113,9,103.0351563
20001113,9.5,103.9008456
20001114,5.5,90.88297794
20001114,6,93.94775735
20001114,6.5,96.26113971
20001114,7,98.19466912
20001114,7.5,100.0202206
20001114,8,101.4053309
20001114,8.5,102.2801471
20001114,9,103.0492096
20001114,9.5,103.8967647
20001115,5.5,91.0496875
20001115,6,94.11985294
20001115,6.5,96.41544118
20001115,7,98.32027574
20001115,7.5,100.1275092
20001115,8,101.4864338
20001115,8.5,102.3340809
20001115,9,103.0739706
20001115,9.5,103.8926838
20001116,5.5,91.1978125
20001116,6,94.26959559
20001116,6.5,96.55507353
20001116,7,98.46275735
20001116,7.5,100.248989
20001116,8,101.5873162
20001116,8.5,102.4168382
20001116,9,103.1079228
20001116,9.5,103.8886029
20001117,5.5,90.98431985
20001117,6,94.06194853
20001117,6.5,96.37022059
20001117,7,98.30698529
20001117,7.5,100.1102941
20001117,8,101.491921
20001117,8.5,102.3397886
20001117,9,103.0796875
20001117,9.5,103.8845221
20001120,5.5,91.00726103
20001120,6,94.09799632
20001120,6.5,96.39819853
20001120,7,98.32709559
20001120,7.5,100.117261
20001120,8,101.4955147
20001120,8.5,102.3292463
20001120,9,103.059375
20001120,9.5,103.8722794
20001121,5.5,91.0253125
20001121,6,94.11544118
20001121,6.5,96.40910846
20001121,7,98.32586397
20001121,7.5,100.1203401
20001121,8,101.4925368
20001121,8.5,102.3176471
20001121,9,103.0559007
20001121,9.5,103.8681985
20001122,5.5,91.21511029
20001122,6,94.3025
20001122,6.5,96.57591912
20001122,7,98.46930147
20001122,7.5,100.2515441
20001122,8,101.5907721
20001122,8.5,102.3579412
20001122,9,103.0980147
20001122,9.5,103.8641176
20001124,5.5,91.16150735
20001124,6,94.24943015
20001124,6.5,96.53134191
20001124,7,98.42786765
20001124,7.5,100.2170588
20001124,8,101.5708824
20001124,8.5,102.3375735
20001124,9,103.0811581
20001124,9.5,103.8559559
20001127,5.5,91.2566636
20001127,6,94.32325368
20001127,6.5,96.57904412
20001127,7,98.4644761
20001127,7.5,100.2517096
20001127,8,101.5912868
20001127,8.5,102.3511949
20001127,9,103.0809926
20001127,9.5,103.8437132
20001128,5.5,91.39419118
20001128,6,94.47707721
20001128,6.5,96.71920956
20001128,7,98.60764706
20001128,7.5,100.3680515
20001128,8,101.6873529
20001128,8.5,102.4492647
20001128,9,103.1519301
20001128,9.5,103.8396324
20001129,5.5,91.56410846
20001129,6,94.62595588
20001129,6.5,96.85338235
20001129,7,98.73069853
20001129,7.5,100.4567647
20001129,8,101.7522518
20001129,8.5,102.4754596
20001129,9,103.1483915
20001129,9.5,103.8511765
20001130,5.5,92.01533088
20001130,6,95.030625
20001130,6.5,97.19279412
20001130,7,99.01580882
20001130,7.5,100.6458824
20001130,8,101.8718015
20001130,8.5,102.5398897
20001130,9,103.1727941
20001130,9.5,103.7771324
20001201,5.5,91.70195772
20001201,6,94.76795037
20001201,6.5,96.97231158
20001201,7,98.83823529
20001201,7.5,100.4980469
20001201,8,101.7359926
20001201,8.5,102.4278125
20001201,9,103.1376838
20001201,9.5,103.8430147
20001204,5.5,91.78529412
20001204,6,94.87058824
20001204,6.5,97.05775735
20001204,7,98.91628676
20001204,7.5,100.5560294
20001204,8,101.7865809
20001204,8.5,102.455386
20001204,9,103.1485662
20001204,9.5,103.8307721
20001205,5.5,92.4519761
20001205,6,95.42180147
20001205,6.5,97.48425092
20001205,7,99.29016544
20001205,7.5,100.8496094
20001205,8,102.0034191
20001205,8.5,102.6188971
20001205,9,103.2095588
20001205,9.5,103.8423162
20001206,5.5,93.24310662
20001206,6,96
20001206,6.5,97.98579044
20001206,7,99.72529412
20001206,7.5,101.1262408
20001206,8,102.1272978
20001206,8.5,102.683364
20001206,9,103.2256434
20001206,9.5,103.8538603
20001207,5.5,93.33915441
20001207,6,96.10995404
20001207,6.5,98.04445772
20001207,7,99.74255515
20001207,7.5,101.1128676
20001207,8,102.1129596
20001207,8.5,102.7033088
20001207,9,103.231875
20001207,9.5,103.8497794
20001208,5.5,93.375
20001208,6,96.01747685
20001208,6.5,97.91990741
20001208,7,99.60868056
20001208,7.5,101.0008102
20001208,8,102.0618056
20001208,8.5,102.6774306
20001208,9,103.1936227
20001208,9.5,103.8506713
20001211,5.5,93.14467593
20001211,6,95.89967593
20001211,6.5,97.81407407
20001211,7,99.49666667
20001211,7.5,100.9235648
20001211,8,101.9722222
20001211,8.5,102.6129167
20001211,9,103.1739815
20001211,9.5,103.9284491
20001212,5.5,93.203125
20001212,6,95.875
20001212,6.5,97.8225
20001212,7,99.5
20001212,7.5,100.94375
20001212,8,101.9921875
20001212,8.5,102.625
20001212,9,103.19
20001212,9.5,103.923125
20001213,5.5,93.57986111
20001213,6,96.17722222
20001213,6.5,98.12333333
20001213,7,99.74851852
20001213,7.5,101.1534722
20001213,8,102.1215278
20001213,8.5,102.6840278
20001213,9,103.2132407
20001213,9.5,103.9178009
20001214,5.5,93.94936343
20001214,6,96.53298611
20001214,6.5,98.42108796
20001214,7,99.99703704
20001214,7.5,101.3420139
20001214,8,102.2476852
20001214,8.5,102.693287
20001214,9,103.1493056
20001214,9.5,103.9124769
20001215,5.5,93.92361111
20001215,6,96.48861111
20001215,6.5,98.40222222
20001215,7,99.99555556
20001215,7.5,101.3366667
20001215,8,102.2538889
20001215,8.5,102.7255556
20001215,9,103.2291667
20001215,9.5,103.9071528
20001218,5.5,93.96875
20001218,6,96.54434028
20001218,6.5,98.43625
20001218,7,99.99940972
20001218,7.5,101.3259028
20001218,8,102.2291667
20001218,8.5,102.7079167
20001218,9,103.1527778
20001218,9.5,103.8911806
20001219,5.5,93.88981481
20001219,6,96.47287037
20001219,6.5,98.38252315
20001219,7,99.94502315
20001219,7.5,101.3094907
20001219,8,102.2440741
20001219,8.5,102.7228704
20001219,9,103.1550926
20001219,9.5,103.8858565
20001220,5.5,94.32262731
20001220,6,96.86972222
20001220,6.5,98.7337037
20001220,7,100.2099306
20001220,7.5,101.4951273
20001220,8,102.3690509
20001220,8.5,102.8451852
20001220,9,103.2393981
20001220,9.5,103.8961574
20001221,5.5,94.48958333
20001221,6,97.01041667
20001221,6.5,98.866875
20001221,7,100.3154167
20001221,7.5,101.5383333
20001221,8,102.401875
20001221,8.5,102.8958333
20001221,9,103.2916667
20001221,9.5,103.8908333
20001222,5.5,94.5447338
20001222,6,97.06539352
20001222,6.5,98.90577546
20001222,7,100.3341435
20001222,7.5,101.5393519
20001222,8,102.3977778
20001222,8.5,102.8965278
20001222,9,103.2858796
20001222,9.5,103.8855093
20001226,5.5,94.39577546
20001226,6,96.91834491
20001226,6.5,98.76572917
20001226,7,100.2163194
20001226,7.5,101.4485185
20001226,8,102.3472454
20001226,8.5,102.8803241
20001226,9,103.2609259
20001226,9.5,103.864213
20001227,5.5,94.17534722
20001227,6,96.70138889
20001227,6.5,98.55138889
20001227,7,100.0388889
20001227,7.5,101.3097222
20001227,8,102.2736111
20001227,8.5,102.8486111
20001227,9,103.1805556
20001227,9.5,103.8588889
20001228,5.5,94.13813657
20001228,6,96.65315972
20001228,6.5,98.49858796
20001228,7,100.0030324
20001228,7.5,101.2992824
20001228,8,102.2874306
20001228,8.5,102.8689815
20001228,9,103.1851852
20001228,9.5,103.8535648
20001229,5.5,94.21296296
20001229,6,96.75868056
20001229,6.5,98.57141204
20001229,7,100.1053241
20001229,7.5,101.4010417
20001229,8,102.3813657
20001229,8.5,102.9615741
20001229,9,103.2453704
20001229,9.5,103.8563889
20010102,5.5,95.02552083
20010102,6,97.62340278
20010102,6.5,99.32465278
20010102,7,100.7196181
20010102,7.5,101.8469444
20010102,8,102.6684028
20010102,8.5,103.1436111
20010102,9,103.3159722
20010102,9.5,103.8514583
20010103,5.5,94.48740741
20010103,6,97.13283565
20010103,6.5,98.86984954
20010103,7,100.3953125
20010103,7.5,101.6703125
20010103,8,102.6489236
20010103,8.5,103.162037
20010103,9,103.4646991
20010103,9.5,103.8463194
20010104,5.5,95.07181713
20010104,6,97.66407407
20010104,6.5,99.35009259
20010104,7,100.7592593
20010104,7.5,101.9885301
20010104,8,102.8744213
20010104,8.5,103.3350694
20010104,9,103.5248843
20010104,9.5,104.0130556
20010105,5.5,95.84666667
20010105,6,98.25086806
20010105,6.5,99.84288194
20010105,7,101.1592362
20010105,7.5,102.2814757
20010105,8,103.0746528
20010105,8.5,103.5694444
20010105,9,103.6961806
20010105,9.5,104.0704167
20010108,5.5,95.75625
20010108,6,98.15625
20010108,6.5,99.77
20010108,7,101.07
20010108,7.5,102.19
20010108,8,103.0625
20010108,8.5,103.7
20010108,9,103.75
20010108,9.5,104.055
20010109,5.5,95.43310185
20010109,6,97.85040509
20010109,6.5,99.47771991
20010109,7,100.8301621
20010109,7.5,102.0267708
20010109,8,102.996412
20010109,8.5,103.7171528
20010109,9,103.8084491
20010109,9.5,104.0498611
20010110,5.5,95.07381466
20010110,6,97.52362069
20010110,6.5,99.19450431
20010110,7,100.6013362
20010110,7.5,101.8949353
20010110,8,102.8954741
20010110,8.5,103.7112069
20010110,9,103.8989655
20010110,9.5,104.139181
20010111,5.5,94.98782328
20010111,6,97.42637931
20010111,6.5,99.11206897
20010111,7,100.5676509
20010111,7.5,101.8596444
20010111,8,102.8622414
20010111,8.5,103.682694
20010111,9,103.9090086
20010111,9.5,104.1343966
20010112,5.5,94.4990625
20010112,6,96.95258621
20010112,6.5,98.67591595
20010112,7,100.2238685
20010112,7.5,101.5732759
20010112,8,102.6056034
20010112,8.5,103.4827586
20010112,9,103.7774784
20010112,9.5,104.1296121
20010116,5.5,94.46244612
20010116,6,96.90875
20010116,6.5,98.65975216
20010116,7,100.2591164
20010116,7.5,101.6302478
20010116,8,102.6487069
20010116,8.5,103.4811422
20010116,9,103.7580819
20010116,9.5,104.1104741
20010117,5.5,94.77524784
20010117,6,97.21605603
20010117,6.5,98.89385776
20010117,7,100.4631034
20010117,7.5,101.7351832
20010117,8,102.7478448
20010117,8.5,103.5549569
20010117,9,103.7801724
20010117,9.5,104.1056897
20010118,5.5,95.22974138
20010118,6,97.62365302
20010118,6.5,99.26912716
20010118,7,100.7862284
20010118,7.5,102.0113147
20010118,8,102.9651724
20010118,8.5,103.7124784
20010118,9,103.8793211
20010118,9.5,104.1321552
20010119,5.5,94.84997845
20010119,6,97.26993534
20010119,6.5,98.94369612
20010119,7,100.5257328
20010119,7.5,101.8202478
20010119,8,102.8370905
20010119,8.5,103.6553664
20010119,9,103.8419397
20010119,9.5,104.1273707
20010122,5.5,94.61909483
20010122,6,97.04903017
20010122,6.5,98.76934267
20010122,7,100.3945582
20010122,7.5,101.7465517
20010122,8,102.7807974
20010122,8.5,103.6815733
20010122,9,103.8520474
20010122,9.5,104.1130172
20010123,5.5,94.50932112
20010123,6,96.86476293
20010123,6.5,98.59105603
20010123,7,100.247306
20010123,7.5,101.6446875
20010123,8,102.7203664
20010123,8.5,103.6593319
20010123,9,103.8662069
20010123,9.5,104.1082328
20010124,5.5,94.36399784
20010124,6,96.73387931
20010124,6.5,98.51185345
20010124,7,100.2158405
20010124,7.5,101.6637931
20010124,8,102.7286099
20010124,8.5,103.6998168
20010124,9,103.8685345
20010124,9.5,104.1034483
20010125,5.5,94.64382543
20010125,6,96.98844828
20010125,6.5,98.71935345
20010125,7,100.3988362
20010125,7.5,101.7841379
20010125,8,102.8172198
20010125,8.5,103.7744397
20010125,9,103.9234914
20010125,9.5,104.0986638
20010126,5.5,94.79457974
20010126,6,97.12661638
20010126,6.5,98.85452586
20010126,7,100.5003664
20010126,7.5,101.836778
20010126,8,102.8599138
20010126,8.5,103.8510237
20010126,9,103.9755496
20010126,9.5,104.0938793
20010129,5.5,94.7165625
20010129,6,97.01185345
20010129,6.5,98.76275862
20010129,7,100.402931
20010129,7.5,101.7627586
20010129,8,102.8000216
20010129,8.5,103.8126724
20010129,9,103.9116379
20010129,9.5,104.0795259
20010130,5.5,94.97864224
20010130,6,97.24084052
20010130,6.5,98.96102371
20010130,7,100.5692672
20010130,7.5,101.8691487
20010130,8,102.8601832
20010130,8.5,103.8937931
20010130,9,104.033944
20010130,9.5,104.0747414
20010131,5.5,95.50613147
20010131,6,97.75107759
20010131,6.5,99.40732759
20010131,7,100.9385776
20010131,7.5,102.1426509
20010131,8,103.0336099
20010131,8.5,104.1054741
20010131,9,104.1260776
20010131,9.5,104.1012069
20010201,5.5,95.74488147
20010201,6,98.01131466
20010201,6.5,99.65877155
20010201,7,101.1050647
20010201,7.5,102.2288793
20010201,8,103.0625754
20010201,8.5,104.0406789
20010201,9,104.1206897
20010201,9.5,104.0964224
20010202,5.5,95.26912716
20010202,6,97.55366379
20010202,6.5,99.29310345
20010202,7,100.8017241
20010202,7.5,102.0021121
20010202,8,102.8987069
20010202,8.5,103.9568966
20010202,9,104.1078448
20010202,9.5,104.0916379
20010205,5.5,95.12643319
20010205,6,97.4355819
20010205,6.5,99.18528017
20010205,7,100.7151509
20010205,7.5,101.9352802
20010205,8,102.8645582
20010205,8.5,103.9249138
20010205,9,104.0961422
20010205,9.5,104.0772845
20010206,5.5,95.0059375
20010206,6,97.3125
20010206,6.5,99.0859375
20010206,7,100.6484375
20010206,7.5,101.9
20010206,8,102.84
20010206,8.5,103.93
20010206,9,104.09375
20010206,9.5,104.0725
20010207,5.5,95.15207261
20010207,6,97.40575368
20010207,6.5,99.19558824
20010207,7,100.7148438
20010207,7.5,101.9177022
20010207,8,102.8092831
20010207,8.5,103.9186581
20010207,9,104.1194853
20010207,9.5,104.1307721
20010208,5.5,95.05097426
20010208,6,97.3125
20010208,6.5,99.11672794
20010208,7,100.6325184
20010208,7.5,101.8513971
20010208,8,102.7335294
20010208,8.5,103.8998162
20010208,9,104.0533824
20010208,9.5,104.1265441
20010209,5.5,95.26956801
20010209,6,97.50454044
20010209,6.5,99.30009191
20010209,7,100.7695313
20010209,7.5,101.8942279
20010209,8,102.7227298
20010209,8.5,103.8733732
20010209,9,104.049761
20010209,9.5,104.1223162
20010212,5.5,95.11959559
20010212,6,97.38297794
20010212,6.5,99.20955882
20010212,7,100.7109375
20010212,7.5,101.8432353
20010212,8,102.7091544
20010212,8.5,103.8740809
20010212,9,104.0347794
20010212,9.5,104.1096324
20010213,5.5,94.81344669
20010213,6,97.10087316
20010213,6.5,98.98976103
20010213,7,100.5285846
20010213,7.5,101.7148438
20010213,8,102.6240625
20010213,8.5,103.8291912
20010213,9,104.0109559
20010213,9.5,104.1054044
20010214,5.5,94.44854779
20010214,6,96.756875
20010214,6.5,98.71108456
20010214,7,100.3455882
20010214,7.5,101.652114
20010214,8,102.5680147
20010214,8.5,103.8231985
20010214,9,104.0158824
20010214,9.5,104.1011765
20010215,5.5,94.26250919
20010215,6,96.58249081
20010215,6.5,98.54685662
20010215,7,100.2169118
20010215,7.5,101.5392923
20010215,8,102.5018382
20010215,8.5,103.7891544
20010215,9,104.0018382
20010215,9.5,104.0969485
20010216,5.5,94.70900735
20010216,6,97.00137868
20010216,6.5,98.88740809
20010216,7,100.5257353
20010216,7.5,101.7670037
20010216,8,102.6452206
20010216,8.5,103.9007353
20010216,9,104.0422794
20010216,9.5,104.0927206
20010220,5.5,94.63873162
20010220,6,96.95470588
20010220,6.5,98.84095588
20010220,7,100.478171
20010220,7.5,101.708125
20010220,8,102.6098346
20010220,8.5,103.9172794
20010220,9,104.0683824
20010220,9.5,104.0758088
20010221,5.5,94.43506434
20010221,6,96.77605699
20010221,6.5,98.69829963
20010221,7,100.3710938
20010221,7.5,101.6323529
20010221,8,102.5680147
20010221,8.5,103.8867188
20010221,9,104.0537868
20010221,9.5,104.0715809
20010222,5.5,94.44895221
20010222,6,96.78509191
20010222,6.5,98.71972426
20010222,7,100.3924633
20010222,7.5,101.6852574
20010222,8,102.6314338
20010222,8.5,103.8943566
20010222,9,104.0698162
20010222,9.5,104.0673529
20010223,5.5,94.668125
20010223,6,96.984375
20010223,6.5,98.89328125
20010223,7,100.5605469
20010223,7.5,101.7934375
20010223,8,102.6921875
20010223,8.5,103.9160938
20010223,9,104.1171875
20010223,9.5,104.063125
20010226,5.5,94.78566176
20010226,6,97.10294118
20010226,6.5,99.01430147
20010226,7,100.6576471
20010226,7.5,101.847739
20010226,8,102.7331985
20010226,8.5,103.9532353
20010226,9,104.1259191
20010226,9.5,104.0191912
20010227,5.5,95.28255515
20010227,6,97.56341912
20010227,6.5,99.42279412
